,Stock,Stock_to_Flow,Price
2009-02-14,316842.1052631577,0.1178082191780821,0.0
2009-02-15,324210.52631578926,0.12054794520547937,0.0
2009-02-16,331578.94736842084,0.12328767123287664,0.0
2009-02-17,338947.3684210524,0.1260273972602739,0.0
2009-02-18,346315.789473684,0.12876712328767112,0.0
2009-02-19,353684.21052631555,0.1315068493150684,0.0
2009-02-20,361052.6315789471,0.13424657534246567,0.0
2009-02-21,368421.0526315787,0.13698630136986292,0.0
2009-02-22,375789.4736842103,0.13972602739726014,0.0
2009-02-23,383157.89473684184,0.14246575342465745,0.0
2009-02-24,390526.3157894734,0.1452054794520547,0.0
2009-02-25,397894.736842105,0.14794520547945195,0.0
2009-02-26,405263.15789473656,0.15068493150684922,0.0
2009-02-27,412631.57894736814,0.15342465753424647,0.0
2009-02-28,419999.9999999997,0.15616438356164372,0.0
2009-03-01,427368.4210526313,0.15890410958904097,0.0
2009-03-02,434736.84210526285,0.16164383561643825,0.0
2009-03-03,442105.2631578944,0.1643835616438355,0.0
2009-03-04,449473.684210526,0.16712328767123277,0.0
2009-03-05,456842.1052631576,0.16986301369863,0.0
2009-03-06,464210.52631578915,0.17260273972602727,0.0
2009-03-07,471578.9473684207,0.17534246575342455,0.0
2009-03-08,478947.3684210523,0.1780821917808218,0.0
2009-03-09,486315.78947368386,0.18082191780821902,0.0
2009-03-10,493684.21052631544,0.18356164383561632,0.0
2009-03-11,501052.631578947,0.18630136986301357,0.0
2009-03-12,508421.0526315786,0.18904109589041082,0.0
2009-03-13,515789.47368421016,0.19178082191780804,0.0
2009-03-14,523157.8947368417,0.19452054794520535,0.0
2009-03-15,530526.3157894734,0.19726027397260262,0.0
2009-03-16,537894.7368421049,0.19999999999999987,0.0
2009-03-17,545263.1578947365,0.20273972602739715,0.0
2009-03-18,552631.5789473681,0.2054794520547944,0.0
2009-03-19,559999.9999999997,0.20821917808219165,0.0
2009-03-20,567368.4210526312,0.21095890410958887,0.0
2009-03-21,574736.8421052628,0.21369863013698617,0.0
2009-03-22,582105.2631578944,0.21643835616438342,0.0
2009-03-23,589473.684210526,0.2191780821917807,0.0
2009-03-24,596842.1052631575,0.2219178082191779,0.0
2009-03-25,604210.5263157891,0.2246575342465752,0.0
2009-03-26,611578.9473684207,0.22739726027397245,0.0
2009-03-27,618947.3684210522,0.23013698630136972,0.0
2009-03-28,626315.7894736838,0.23287671232876694,0.0
2009-03-29,633684.2105263154,0.23561643835616422,0.0
2009-03-30,641052.631578947,0.2383561643835615,0.0
2009-03-31,648421.0526315785,0.24109589041095875,0.0
2009-04-01,655789.4736842101,0.24383561643835597,0.0
2009-04-02,663157.8947368417,0.24657534246575327,0.0
2009-04-03,670526.3157894732,0.24931506849315052,0.0
2009-04-04,677894.7368421048,0.2520547945205478,0.0
2009-04-05,685263.1578947364,0.25479452054794505,0.0
2009-04-06,692631.578947368,0.2575342465753423,0.0
2009-04-07,699999.9999999995,0.26027397260273955,0.0
2009-04-08,707368.4210526311,0.2630136986301368,0.0
2009-04-09,714736.8421052627,0.2657534246575341,0.0
2009-04-10,722105.2631578943,0.26849315068493135,0.0
2009-04-11,729473.6842105258,0.2712328767123286,0.0
2009-04-12,736842.1052631574,0.2739726027397258,0.0
2009-04-13,744210.526315789,0.2767123287671231,0.0
2009-04-14,751578.9473684205,0.27945205479452034,0.0
2009-04-15,758947.3684210521,0.2821917808219176,0.0
2009-04-16,766315.7894736837,0.28493150684931484,0.0
2009-04-17,773684.2105263153,0.28767123287671215,0.0
2009-04-18,781052.6315789468,0.2904109589041094,0.0
2009-04-19,788421.0526315784,0.29315068493150664,0.0
2009-04-20,795789.47368421,0.29589041095890384,0.0
2009-04-21,803157.8947368416,0.29863013698630114,0.0
2009-04-22,810526.3157894731,0.30136986301369845,0.0
2009-04-23,817894.7368421047,0.30410958904109564,0.0
2009-04-24,825263.1578947363,0.30684931506849294,0.0
2009-04-25,832631.5789473678,0.3095890410958902,0.0
2009-04-26,839999.9999999994,0.31232876712328744,0.0
2009-04-27,847368.421052631,0.31506849315068464,0.0
2009-04-28,854736.8421052626,0.317808219178082,0.0
2009-04-29,862105.2631578941,0.32054794520547925,0.0
2009-04-30,869473.6842105257,0.3232876712328765,0.0
2009-05-01,876842.1052631573,0.3260273972602737,0.0
2009-05-02,884210.5263157889,0.328767123287671,0.0
2009-05-03,891578.9473684204,0.33150684931506824,0.0
2009-05-04,898947.368421052,0.33424657534246555,0.0
2009-05-05,906315.7894736836,0.33698630136986274,0.0
2009-05-06,913684.2105263151,0.33972602739726004,0.0
2009-05-07,921052.6315789467,0.3424657534246573,0.0
2009-05-08,928421.0526315783,0.34520547945205454,0.0
2009-05-09,935789.4736842099,0.34794520547945174,0.0
2009-05-10,943157.8947368414,0.3506849315068491,0.0
2009-05-11,950526.315789473,0.35342465753424634,0.0
2009-05-12,957894.7368421046,0.35616438356164354,0.0
2009-05-13,965263.1578947362,0.35890410958904084,0.0
2009-05-14,972631.5789473677,0.3616438356164381,0.0
2009-05-15,979999.9999999993,0.36438356164383534,0.0
2009-05-16,987368.4210526309,0.36712328767123253,0.0
2009-05-17,994736.8421052624,0.3698630136986299,0.0
2009-05-18,1002105.263157894,0.37260273972602714,0.0
2009-05-19,1009473.6842105256,0.3753424657534244,0.0
2009-05-20,1016842.1052631572,0.3780821917808216,0.0
2009-05-21,1024210.5263157887,0.3808219178082189,0.0
2009-05-22,1031578.9473684203,0.38356164383561614,0.0
2009-05-23,1038947.3684210519,0.38630136986301344,0.0
2009-05-24,1046315.7894736835,0.38904109589041064,0.0
2009-05-25,1053684.210526315,0.39178082191780794,0.0
2009-05-26,1061052.6315789467,0.39452054794520525,0.0
2009-05-27,1068421.0526315784,0.39726027397260255,0.0
2009-05-28,1075789.47368421,0.3999999999999998,0.0
2009-05-29,1083157.8947368418,0.40273972602739716,0.0
2009-05-30,1090526.3157894735,0.40547945205479446,0.0
2009-05-31,1097894.7368421052,0.40821917808219166,0.0
2009-06-01,1105263.1578947369,0.4109589041095891,0.0
2009-06-02,1112631.5789473685,0.4136986301369864,0.0
2009-06-03,1120000.0000000002,0.4164383561643836,0.0
2009-06-04,1127368.421052632,0.4191780821917809,0.0
2009-06-05,1134736.8421052636,0.42191780821917824,0.0
2009-06-06,1142105.2631578953,0.42465753424657554,0.0
2009-06-07,1149473.684210527,0.42739726027397285,0.0
2009-06-08,1156842.1052631587,0.4301369863013701,0.0
2009-06-09,1164210.5263157904,0.43287671232876745,0.0
2009-06-10,1171578.947368422,0.43561643835616476,0.0
2009-06-11,1178947.3684210537,0.43835616438356206,0.0
2009-06-12,1186315.7894736854,0.4410958904109593,0.0
2009-06-13,1193684.2105263171,0.4438356164383567,0.0
2009-06-14,1201052.6315789488,0.446575342465754,0.0
2009-06-15,1208421.0526315805,0.4493150684931513,0.0
2009-06-16,1215789.4736842122,0.4520547945205486,0.0
2009-06-17,1223157.8947368439,0.4547945205479459,0.0
2009-06-18,1230526.3157894756,0.4575342465753432,0.0
2009-06-19,1237894.7368421073,0.4602739726027404,0.0
2009-06-20,1245263.157894739,0.46301369863013775,0.0
2009-06-21,1252631.5789473706,0.46575342465753505,0.0
2009-06-22,1260000.0000000023,0.46849315068493236,0.0
2009-06-23,1267368.421052634,0.4712328767123296,0.0
2009-06-24,1274736.8421052657,0.47397260273972697,0.0
2009-06-25,1282105.2631578974,0.47671232876712427,0.0
2009-06-26,1289473.684210529,0.4794520547945216,0.0
2009-06-27,1296842.1052631608,0.4821917808219188,0.0
2009-06-28,1304210.5263157925,0.4849315068493162,0.0
2009-06-29,1311578.9473684242,0.4876712328767135,0.0
2009-06-30,1318947.3684210558,0.4904109589041108,0.0
2009-07-01,1326315.7894736875,0.493150684931508,0.0
2009-07-02,1333684.2105263192,0.4958904109589054,0.0
2009-07-03,1341052.631578951,0.4986301369863027,0.0
2009-07-04,1348421.0526315826,0.5013698630137,0.0
2009-07-05,1355789.4736842143,0.5041095890410973,0.0
2009-07-06,1363157.894736846,0.5068493150684946,0.0
2009-07-07,1370526.3157894777,0.5095890410958919,0.0
2009-07-08,1377894.7368421094,0.5123287671232891,0.0
2009-07-09,1385263.157894741,0.5150684931506865,0.0
2009-07-10,1392631.5789473727,0.5178082191780838,0.0
2009-07-11,1400000.0000000044,0.5205479452054811,0.0
2009-07-12,1407368.421052636,0.5232876712328783,0.0
2009-07-13,1414736.8421052678,0.5260273972602757,0.0
2009-07-14,1422105.2631578995,0.5287671232876731,0.0
2009-07-15,1429473.6842105312,0.5315068493150703,0.0
2009-07-16,1436842.1052631629,0.5342465753424676,0.0
2009-07-17,1444210.5263157946,0.5369863013698649,0.0
2009-07-18,1451578.9473684262,0.5397260273972622,0.0
2009-07-19,1458947.368421058,0.5424657534246595,0.0
2009-07-20,1466315.7894736896,0.5452054794520568,0.0
2009-07-21,1473684.2105263213,0.5479452054794541,0.0
2009-07-22,1481052.631578953,0.5506849315068514,0.0
2009-07-23,1488421.0526315847,0.5534246575342486,0.0
2009-07-24,1495789.4736842164,0.556164383561646,0.0
2009-07-25,1503157.894736848,0.5589041095890434,0.0
2009-07-26,1510526.3157894798,0.5616438356164406,0.0
2009-07-27,1517894.7368421115,0.5643835616438378,0.0
2009-07-28,1525263.1578947431,0.5671232876712352,0.0
2009-07-29,1532631.5789473748,0.5698630136986326,0.0
2009-07-30,1540000.0000000065,0.5726027397260298,0.0
2009-07-31,1547368.4210526382,0.5753424657534271,0.0
2009-08-01,1554736.84210527,0.5780821917808244,0.0
2009-08-02,1562105.2631579016,0.5808219178082217,0.0
2009-08-03,1569473.6842105333,0.583561643835619,0.0
2009-08-04,1576842.105263165,0.5863013698630163,0.0
2009-08-05,1584210.5263157967,0.5890410958904136,0.0
2009-08-06,1591578.9473684283,0.5917808219178109,0.0
2009-08-07,1598947.36842106,0.5945205479452083,0.0
2009-08-08,1606315.7894736917,0.5972602739726054,0.0
2009-08-09,1613684.2105263234,0.6000000000000029,0.0
2009-08-10,1621052.631578955,0.6027397260274001,0.0
2009-08-11,1628421.0526315868,0.6054794520547974,0.0
2009-08-12,1635789.4736842185,0.6082191780821947,0.0
2009-08-13,1643157.8947368502,0.6109589041095921,0.0
2009-08-14,1650526.3157894819,0.6136986301369893,0.0
2009-08-15,1657894.7368421135,0.6164383561643866,0.0
2009-08-16,1665263.1578947452,0.6191780821917839,0.0
2009-08-17,1672631.578947377,0.6219178082191813,0.0
2009-08-18,1680000.0000000086,0.6246575342465785,0.0
2009-08-19,1687368.4210526403,0.6273972602739758,0.0
2009-08-20,1694736.842105272,0.6301369863013732,0.0
2009-08-21,1702105.2631579037,0.6328767123287704,0.0
2009-08-22,1709473.6842105354,0.6356164383561678,0.0
2009-08-23,1716842.105263167,0.6383561643835649,0.0
2009-08-24,1724210.5263157988,0.6410958904109624,0.0
2009-08-25,1731578.9473684304,0.6438356164383596,0.0
2009-08-26,1738947.3684210621,0.646575342465757,0.0
2009-08-27,1746315.7894736938,0.6493150684931541,0.0
2009-08-28,1753684.2105263255,0.6520547945205516,0.0
2009-08-29,1761052.6315789572,0.6547945205479488,0.0
2009-08-30,1768421.052631589,0.6575342465753461,0.0
2009-08-31,1775789.4736842206,0.6602739726027435,0.0
2009-09-01,1783157.8947368523,0.6630136986301408,0.0
2009-09-02,1790526.315789484,0.6657534246575381,0.0
2009-09-03,1797894.7368421156,0.6684931506849353,0.0
2009-09-04,1805263.1578947473,0.6712328767123327,0.0
2009-09-05,1812631.578947379,0.6739726027397299,0.0
2009-09-06,1820000.0000000107,0.6767123287671273,0.0
2009-09-07,1827368.4210526424,0.6794520547945244,0.0
2009-09-08,1834736.842105274,0.6821917808219219,0.0
2009-09-09,1842105.2631579058,0.6849315068493191,0.0
2009-09-10,1849473.6842105375,0.6876712328767165,0.0
2009-09-11,1856842.1052631692,0.6904109589041136,0.0
2009-09-12,1864210.5263158008,0.6931506849315111,0.0
2009-09-13,1871578.9473684325,0.6958904109589084,0.0
2009-09-14,1878947.3684210642,0.6986301369863057,0.0
2009-09-15,1886315.789473696,0.7013698630137029,0.0
2009-09-16,1893684.2105263276,0.7041095890411003,0.0
2009-09-17,1901052.6315789593,0.7068493150684976,0.0
2009-09-18,1908421.052631591,0.7095890410958948,0.0
2009-09-19,1915789.4736842227,0.7123287671232922,0.0
2009-09-20,1923157.8947368544,0.7150684931506895,0.0
2009-09-21,1930526.315789486,0.7178082191780868,0.0
2009-09-22,1937894.7368421177,0.7205479452054839,0.0
2009-09-23,1945263.1578947494,0.7232876712328814,0.0
2009-09-24,1952631.5789473811,0.7260273972602787,0.0
2009-09-25,1960000.0000000128,0.728767123287676,0.0
2009-09-26,1967368.4210526445,0.7315068493150731,0.0
2009-09-27,1974736.8421052762,0.7342465753424706,0.0
2009-09-28,1982105.2631579079,0.7369863013698679,0.0
2009-09-29,1989473.6842105396,0.7397260273972652,0.0
2009-09-30,1996842.1052631713,0.7424657534246624,0.0
2009-10-01,2004210.526315803,0.7452054794520598,0.0
2009-10-02,2011578.9473684346,0.7479452054794571,0.0
2009-10-03,2018947.3684210663,0.7506849315068544,0.0
2009-10-04,2026315.789473698,0.7534246575342517,0.0
2009-10-05,2033684.2105263297,0.7561643835616491,0.0
2009-10-06,2041052.6315789614,0.7589041095890463,0.0
2009-10-07,2048421.052631593,0.7616438356164434,0.0
2009-10-08,2055789.4736842248,0.7643835616438409,0.0
2009-10-09,2063157.8947368565,0.7671232876712383,0.0
2009-10-10,2070526.3157894881,0.7698630136986355,0.0
2009-10-11,2077894.7368421198,0.7726027397260327,0.0
2009-10-12,2085263.1578947515,0.7753424657534301,0.0
2009-10-13,2092631.5789473832,0.7780821917808274,0.0
2009-10-14,2100000.000000015,0.7808219178082247,0.0
2009-10-15,2107368.4210526464,0.7835616438356218,0.0
2009-10-16,2114736.842105278,0.7863013698630191,0.0
2009-10-17,2122105.2631579093,0.7890410958904164,0.0
2009-10-18,2129473.6842105407,0.7917808219178136,0.0
2009-10-19,2136842.105263172,0.7945205479452107,0.0
2009-10-20,2144210.5263158036,0.797260273972608,0.0
2009-10-21,2151578.947368435,0.8000000000000053,0.0
2009-10-22,2158947.3684210666,0.8027397260274024,0.0
2009-10-23,2166315.789473698,0.8054794520547996,0.0
2009-10-24,2173684.2105263295,0.8082191780821969,0.0
2009-10-25,2181052.631578961,0.810958904109594,0.0
2009-10-26,2188421.0526315924,0.8136986301369912,0.0
2009-10-27,2195789.473684224,0.8164383561643885,0.0
2009-10-28,2203157.8947368553,0.8191780821917858,0.0
2009-10-29,2210526.3157894867,0.8219178082191829,0.0
2009-10-30,2217894.736842118,0.8246575342465801,0.0
2009-10-31,2225263.1578947497,0.8273972602739774,0.0
2009-11-01,2232631.578947381,0.8301369863013746,0.0
2009-11-02,2240000.0000000126,0.8328767123287718,0.0
2009-11-03,2247368.421052644,0.8356164383561688,0.0
2009-11-04,2254736.8421052755,0.8383561643835662,0.0
2009-11-05,2262105.263157907,0.8410958904109634,0.0
2009-11-06,2269473.6842105384,0.8438356164383607,0.0
2009-11-07,2276842.10526317,0.8465753424657577,0.0
2009-11-08,2284210.5263158013,0.8493150684931551,0.0
2009-11-09,2291578.947368433,0.8520547945205523,0.0
2009-11-10,2298947.368421064,0.8547945205479494,0.0
2009-11-11,2306315.7894736957,0.8575342465753467,0.0
2009-11-12,2313684.210526327,0.860273972602744,0.0
2009-11-13,2321052.6315789586,0.8630136986301412,0.0
2009-11-14,2328421.05263159,0.8657534246575382,0.0
2009-11-15,2335789.4736842215,0.8684931506849356,0.0
2009-11-16,2343157.894736853,0.8712328767123328,0.0
2009-11-17,2350526.3157894844,0.87397260273973,0.0
2009-11-18,2357894.736842116,0.8767123287671271,0.0
2009-11-19,2365263.1578947473,0.8794520547945245,0.0
2009-11-20,2372631.578947379,0.8821917808219216,0.0
2009-11-21,2380000.0000000102,0.8849315068493189,0.0
2009-11-22,2387368.4210526417,0.8876712328767159,0.0
2009-11-23,2394736.842105273,0.8904109589041134,0.0
2009-11-24,2402105.2631579046,0.8931506849315105,0.0
2009-11-25,2409473.684210536,0.8958904109589078,0.0
2009-11-26,2416842.1052631675,0.8986301369863048,0.0
2009-11-27,2424210.526315799,0.9013698630137021,0.0
2009-11-28,2431578.9473684304,0.9041095890410994,0.0
2009-11-29,2438947.368421062,0.9068493150684964,0.0
2009-11-30,2446315.7894736934,0.9095890410958938,0.0
2009-12-01,2453684.210526325,0.912328767123291,0.0
2009-12-02,2461052.6315789563,0.9150684931506883,0.0
2009-12-03,2468421.0526315877,0.9178082191780853,0.0
2009-12-04,2475789.473684219,0.9205479452054827,0.0
2009-12-05,2483157.8947368506,0.9232876712328799,0.0
2009-12-06,2490526.315789482,0.926027397260277,0.0
2009-12-07,2497894.7368421135,0.9287671232876742,0.0
2009-12-08,2505263.157894745,0.9315068493150716,0.0
2009-12-09,2512631.5789473765,0.9342465753424688,0.0
2009-12-10,2520000.000000008,0.9369863013698659,0.0
2009-12-11,2527368.4210526394,0.939726027397263,0.0
2009-12-12,2534736.842105271,0.9424657534246604,0.0
2009-12-13,2542105.2631579023,0.9452054794520576,0.0
2009-12-14,2549473.6842105337,0.9479452054794548,0.0
2009-12-15,2556842.105263165,0.9506849315068518,0.0
2009-12-16,2564210.5263157967,0.9534246575342492,0.0
2009-12-17,2571578.947368428,0.9561643835616465,0.0
2009-12-18,2578947.3684210596,0.9589041095890435,0.0
2009-12-19,2586315.789473691,0.9616438356164408,0.0
2009-12-20,2593684.2105263225,0.9643835616438381,0.0
2009-12-21,2601052.631578954,0.9671232876712353,0.0
2009-12-22,2608421.0526315854,0.9698630136986324,0.0
2009-12-23,2615789.473684217,0.9726027397260297,0.0
2009-12-24,2623157.8947368483,0.975342465753427,0.0
2009-12-25,2630526.3157894798,0.9780821917808242,0.0
2009-12-26,2637894.736842111,0.9808219178082213,0.0
2009-12-27,2645263.1578947427,0.9835616438356186,0.0
2009-12-28,2652631.578947374,0.9863013698630159,0.0
2009-12-29,2660000.0000000056,0.989041095890413,0.0
2009-12-30,2667368.421052637,0.9917808219178101,0.0
2009-12-31,2674736.8421052685,0.9945205479452075,0.0
2010-01-01,2682105.2631579,0.9972602739726046,0.0
2010-01-02,2689473.6842105314,1.000000000000002,0.0
2010-01-03,2696842.105263163,1.0027397260273991,0.0
2010-01-04,2704210.5263157943,1.0054794520547963,0.0
2010-01-05,2711578.947368426,1.0082191780821936,0.0
2010-01-06,2718947.3684210572,1.0109589041095906,0.0
2010-01-07,2726315.7894736887,1.013698630136988,0.0
2010-01-08,2733684.21052632,1.0164383561643853,0.0
2010-01-09,2741052.6315789516,1.0191780821917824,0.0
2010-01-10,2748421.052631583,1.0219178082191795,0.0
2010-01-11,2755789.4736842145,1.024657534246577,0.0
2010-01-12,2763157.894736846,1.027397260273974,0.0
2010-01-13,2770526.3157894774,1.0301369863013712,0.0
2010-01-14,2777894.736842109,1.0328767123287683,0.0
2010-01-15,2785263.1578947403,1.0356164383561657,0.0
2010-01-16,2792631.578947372,1.0383561643835628,0.0
2010-01-17,2800000.0000000033,1.0410958904109602,0.0
2010-01-18,2807368.4210526347,1.043835616438357,0.0
2010-01-19,2814736.842105266,1.0465753424657545,0.0
2010-01-20,2822105.2631578976,1.0493150684931518,0.0
2010-01-21,2829473.684210529,1.052054794520549,0.0
2010-01-22,2836842.1052631605,1.054794520547946,0.0
2010-01-23,2844210.526315792,1.0575342465753435,0.0
2010-01-24,2851578.9473684235,1.0602739726027406,0.0
2010-01-25,2858947.368421055,1.0630136986301377,0.0
2010-01-26,2866315.7894736864,1.065753424657535,0.0
2010-01-27,2873684.210526318,1.0684931506849322,0.0
2010-01-28,2881052.6315789493,1.0712328767123296,0.0
2010-01-29,2888421.0526315807,1.0739726027397265,0.0
2010-01-30,2895789.473684212,1.0767123287671239,0.0
2010-01-31,2903157.8947368436,1.0794520547945212,0.0
2010-02-01,2910526.315789475,1.0821917808219184,0.0
2010-02-02,2917894.7368421066,1.0849315068493153,0.0
2010-02-03,2925263.157894738,1.0876712328767129,0.0
2010-02-04,2932631.5789473695,1.09041095890411,0.0
2010-02-05,2940000.000000001,1.0931506849315071,0.0
2010-02-06,2947368.4210526324,1.0958904109589043,0.0
2010-02-07,2954736.842105264,1.0986301369863016,0.0
2010-02-08,2962105.2631578953,1.1013698630136988,0.0
2010-02-09,2969473.6842105268,1.104109589041096,0.0
2010-02-10,2976842.105263158,1.1068493150684933,0.0
2010-02-11,2984210.5263157897,1.1095890410958904,0.0
2010-02-12,2991578.947368421,1.1123287671232878,0.0
2010-02-13,2998947.3684210526,1.1150684931506847,0.0
2010-02-14,3006315.789473684,1.117808219178082,0.0
2010-02-15,3013684.2105263155,1.1205479452054794,0.0
2010-02-16,3021052.631578947,1.1232876712328765,0.0
2010-02-17,3028421.0526315784,1.1260273972602737,0.0
2010-02-18,3035789.47368421,1.128767123287671,0.0
2010-02-19,3043157.8947368413,1.1315068493150682,0.0
2010-02-20,3050526.315789473,1.1342465753424655,0.0
2010-02-21,3057894.7368421042,1.1369863013698625,0.0
2010-02-22,3065263.1578947357,1.1397260273972598,0.0
2010-02-23,3072631.578947367,1.1424657534246572,0.0
2010-02-24,3079999.9999999986,1.1452054794520543,0.0
2010-02-25,3087368.42105263,1.1479452054794512,0.0
2010-02-26,3094736.8421052615,1.1506849315068488,0.0
2010-02-27,3102105.263157893,1.153424657534246,0.0
2010-02-28,3109473.6842105244,1.1561643835616429,0.0
2010-03-01,3116842.105263156,1.1589041095890404,0.0
2010-03-02,3124210.5263157873,1.1616438356164376,0.0
2010-03-03,3131578.947368419,1.1643835616438347,0.0
2010-03-04,3138947.3684210503,1.1671232876712319,0.0
2010-03-05,3146315.7894736817,1.1698630136986292,0.0
2010-03-06,3153684.210526313,1.1726027397260264,0.0
2010-03-07,3161052.6315789446,1.1753424657534237,0.0
2010-03-08,3168421.052631576,1.1780821917808206,0.0
2010-03-09,3175789.4736842075,1.180821917808218,0.0
2010-03-10,3183157.894736839,1.1835616438356154,0.0
2010-03-11,3190526.3157894704,1.1863013698630125,0.0
2010-03-12,3197894.736842102,1.1890410958904094,0.0
2010-03-13,3205263.1578947334,1.191780821917807,0.0
2010-03-14,3212631.578947365,1.1945205479452041,0.0
2010-03-15,3219999.9999999963,1.1972602739726013,0.0
2010-03-16,3227368.4210526277,1.1999999999999984,0.0
2010-03-17,3234736.842105259,1.2027397260273958,0.0
2010-03-18,3242105.2631578906,1.205479452054793,0.0
2010-03-19,3249473.684210522,1.20821917808219,0.0
2010-03-20,3256842.1052631536,1.2109589041095874,0.0
2010-03-21,3264210.526315785,1.2136986301369848,0.0
2010-03-22,3271578.9473684165,1.216438356164382,0.0
2010-03-23,3278947.368421048,1.2191780821917788,0.0
2010-03-24,3286315.7894736794,1.2219178082191764,0.0
2010-03-25,3293684.210526311,1.2246575342465735,0.0
2010-03-26,3301052.6315789423,1.2273972602739707,0.0
2010-03-27,3308421.0526315738,1.2301369863013678,0.0
2010-03-28,3315789.473684205,1.2328767123287652,0.0
2010-03-29,3323157.8947368367,1.2356164383561623,0.0
2010-03-30,3330526.315789468,1.2383561643835597,0.0
2010-03-31,3337894.7368420996,1.2410958904109566,0.0
2010-04-01,3345263.157894731,1.243835616438354,0.0
2010-04-02,3352631.5789473625,1.2465753424657513,0.0
2010-04-03,3359999.999999994,1.2493150684931484,0.0
2010-04-04,3367368.4210526254,1.2520547945205454,0.0
2010-04-05,3374736.842105257,1.254794520547943,0.0
2010-04-06,3382105.2631578883,1.25753424657534,0.0
2010-04-07,3389473.68421052,1.260273972602737,0.0
2010-04-08,3396842.105263151,1.2630136986301346,0.0
2010-04-09,3404210.5263157827,1.2657534246575317,0.0
2010-04-10,3411578.947368414,1.2684931506849288,0.0
2010-04-11,3418947.3684210456,1.271232876712326,0.0
2010-04-12,3426315.789473677,1.2739726027397233,0.0
2010-04-13,3433684.2105263085,1.2767123287671205,0.0
2010-04-14,3441052.63157894,1.2794520547945178,0.0
2010-04-15,3448421.0526315714,1.2821917808219148,0.0
2010-04-16,3455789.473684203,1.2849315068493123,0.0
2010-04-17,3463157.8947368343,1.2876712328767095,0.0
2010-04-18,3470526.315789466,1.2904109589041066,0.0
2010-04-19,3477894.7368420972,1.2931506849315038,0.0
2010-04-20,3485263.1578947287,1.2958904109589011,0.0
2010-04-21,3492631.57894736,1.2986301369862983,0.0
2010-04-22,3499999.9999999916,1.3013698630136956,0.0
2010-04-23,3507368.421052623,1.3041095890410928,0.0
2010-04-24,3514736.8421052545,1.30684931506849,0.0
2010-04-25,3522105.263157886,1.3095890410958873,0.0
2010-04-26,3529473.6842105174,1.3123287671232842,0.0
2010-04-27,3536842.105263149,1.3150684931506815,0.0
2010-04-28,3544210.5263157804,1.3178082191780789,0.0
2010-04-29,3551578.947368412,1.320547945205476,0.0
2010-04-30,3558947.3684210433,1.323287671232873,0.0
2010-05-01,3566315.7894736747,1.3260273972602705,0.0
2010-05-02,3573684.210526306,1.3287671232876677,0.0
2010-05-03,3581052.6315789376,1.3315068493150648,0.0
2010-05-04,3588421.052631569,1.334246575342462,0.0
2010-05-05,3595789.4736842006,1.3369863013698593,0.0
2010-05-06,3603157.894736832,1.3397260273972564,0.0
2010-05-07,3610526.3157894635,1.3424657534246538,0.0
2010-05-08,3617894.736842095,1.3452054794520507,0.0
2010-05-09,3625263.1578947264,1.347945205479448,0.0
